ID,Vinc,id_norma,tipo_norma,numero_norma,clase_norma,organismo_origen,fecha_sancion,numero_boletin,fecha_boletin,pagina_boletin,titulo_resumido,titulo_sumario,texto_resumido,observaciones,texto_original,texto_actualizado,modificada_por,modifica_a,ANIO,RELACIONES
15,2009,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,2010,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,2011,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,2026,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,2086,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,2118,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,17932,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,2210,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,2224,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,2461,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,2502,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,2503,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,2504,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,2505,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,20328,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,1653,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,2586,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,2652,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,2550,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,2747,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,2787,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,15958,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,2863,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,2894,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
15,16963,15.0,Ley,23697,,HONORABLE CONGRESO DE LA NACION ARGENTINA,1989-09-01,26725.0,1989-09-25,1.0,ESTADO DE EMERGENCIA,EMERGENCIA ECONOMICA,SE SUSPENDEN BENEFICIOS PROMOCIONALES. ADOPCION DE MEDIDAS ECONOMICAS EN RAZON DEL ESTADO DE EMERGENCIA POR EL QUE ATRAVIESA EL ESTADO NACIONAL. PROMULGADA POR DEC.769 DEL 15-9-89. ABROGASE LA LEY N° 23.668,,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/norma.htm,http://servicios.infoleg.gob.ar/infolegInternet/anexos/0-4999/15/texact.htm,107.0,20.0,1989,127.0
